id,cluster,corrected_cluster,label
72071,3,3,75986657
297663,4,4,24683694
220454,4,4,15103694
19470,3,3,40019202
206833,4,4,15103694
142069,1,1,62014378
58228,3,3,10964686
88313,1,1,62014378
15758,3,3,40019202
118870,1,1,90386222
304425,4,4,15103694
213768,4,4,64963739
272288,4,4,23255817
247190,4,4,33633783
144870,1,1,90386222
42312,3,3,83450130
261794,4,4,23255817
170310,3,3,65142471
21646,3,3,10964686
5194,3,3,70483417
205459,4,4,33633783
24905,3,2,15256249
69811,3,3,55364435
279999,4,4,14119474
123210,1,1,90386222
269563,4,4,62225416
285109,4,4,24683694
52322,3,3,83450130
113681,1,1,68395620
13820,3,3,50011542
253718,4,4,23255817
187652,4,4,64963739
68228,3,3,75986657
160979,3,3,19888903
164477,3,3,43338066
83523,1,1,90386222
258939,4,4,26466207
125244,1,1,62014378
114641,1,1,90386222
205203,4,4,15103694
12784,2,2,15256249
200846,4,4,24683694
238533,4,4,62225416
220013,4,4,62225416
41817,3,3,75652382
67066,3,3,75652382
104600,1,1,62014378
129091,1,1,90386222
268378,4,4,62225416
155695,3,3,67716412
117143,1,1,62014378
214692,4,4,15103694
253634,4,4,62225416
239587,2,4,14119474
206349,4,4,62225416
15790,3,3,83450130
262463,4,4,26466207
23827,3,3,83450130
222003,4,4,24683694
2290,2,3,78173080
36775,3,3,83450130
22944,3,3,83450130
12415,3,3,75652382
276312,4,4,24683694
270752,4,4,15103694
30401,3,3,40019202
58359,3,3,75986657
141460,1,1,90386222
81547,1,1,62014378
245190,4,4,15103694
59103,3,3,10964686
85068,1,1,62014378
132655,1,1,62014378
258249,4,4,62225416
207208,4,4,15103694
198876,4,4,62225416
29124,3,3,75986657
153685,1,1,31527279
228480,4,4,23255817
29769,3,3,50011542
278739,4,4,62225416
253891,4,4,15103694
183663,4,4,64963739
146218,1,1,31527279
162489,3,3,19888903
149980,1,1,68395620
199609,1,4,14119474
305811,4,4,62225416
56364,3,3,83450130
148239,1,1,90386222
281738,4,4,14119474
250665,4,4,15103694
194346,4,4,26466207
254830,4,4,14119474
226062,4,4,15103694
124107,1,1,90386222
99823,1,1,90386222
24141,3,3,40019202
201535,4,4,15103694
212447,4,4,23255817
76975,1,1,62014378
224271,4,4,62225416
216015,4,4,24683694
32571,3,3,10964686
43933,3,3,50011542
164865,3,3,6661858
83693,1,1,31527279
155779,3,3,67716412
148176,1,1,62014378
183893,4,4,15103694
76993,1,1,62014378
90103,1,1,62014378
179006,4,4,33633783
66636,3,3,70483417
258211,4,4,14119474
133995,1,1,90386222
223665,4,4,26466207
166715,3,3,65142471
120580,1,1,62014378
142170,1,1,90386222
78197,1,1,62014378
251617,4,4,62225416
144965,1,1,31527279
156866,3,3,67716412
169464,3,3,65142471
138206,1,1,90386222
119029,1,1,62014378
239573,4,4,14119474
182950,4,4,15103694
146909,1,1,31527279
623,3,3,75477331
140294,1,1,90386222
200190,4,4,26466207
81269,1,1,31527279
82405,1,1,68395620
214569,4,4,62225416
275615,4,4,24683694
258467,4,4,15103694
68596,2,2,15256249
226624,4,4,15103694
218537,4,4,14119474
305277,4,4,14119474
290496,4,4,15103694
91031,1,1,62014378
79293,1,1,62014378
259684,4,4,15103694
42453,3,3,75652382
179684,4,4,24683694
100423,1,1,62014378
198545,4,4,62225416
136997,1,1,90386222
142588,1,1,90386222
235232,4,4,62225416
106368,1,1,68395620
233137,4,4,24683694
135617,1,1,90386222
69676,3,3,83450130
205999,4,4,26466207
164363,3,3,23659574
121070,1,1,90386222
234966,4,4,33633783
304706,4,4,15103694
142055,1,1,62014378
256203,4,4,33633783
158195,3,3,32369775
185662,4,4,14119474
45149,3,3,75986657
235702,4,4,24683694
78551,1,1,90386222
166051,3,3,37206695
36019,3,3,70483417
13699,3,3,83450130
42005,3,3,70483417
118199,1,1,31527279
147280,1,1,62014378
112887,1,1,31527279
155782,3,3,67716412
106927,1,1,68395620
34276,3,3,50011542
282073,4,4,15103694
236890,4,4,23255817
236553,4,4,14119474
45365,3,3,75986657
251642,4,4,62225416
11773,3,3,50011542
86131,1,1,31527279
99758,1,1,62014378
147661,1,1,90386222
252719,4,4,15103694
40896,3,3,83450130
151476,1,1,90386222
6824,3,2,15256249
266970,4,4,15103694
304557,4,4,62225416
55653,3,3,70483417
41427,3,3,70483417
45437,3,3,75986657
74801,3,3,50011542
31940,3,3,50011542
49835,3,3,70483417
70322,3,3,83450130
698,3,3,79051840
197930,4,4,15103694
227559,4,4,15103694
30132,3,3,10964686
136948,1,1,62014378
257692,4,4,26466207
181091,4,4,26466207
202886,4,4,15103694
28869,4,2,15256249
243159,4,4,62225416
90295,1,1,90386222
17868,3,3,40019202
48909,3,3,40019202
174926,4,4,14119474
175898,4,4,26466207
87698,1,1,68395620
181087,4,4,62225416
17019,3,3,70483417
235492,4,4,26466207
43584,3,3,10964686
178634,4,4,24683694
162141,3,3,9410583
189482,4,4,62225416
3087,3,3,75313326
52493,3,3,70483417
182861,4,4,15103694
136175,1,1,90386222
290488,4,4,24683694
280915,4,4,64963739
288508,4,4,62225416
55805,3,3,75986657
75131,3,3,10964686
3384,2,3,91097190
161796,3,3,19888903
52873,3,3,75652382
171584,3,3,43338066
138359,1,1,31527279
299575,1,4,62225416
149637,1,1,90386222
239204,4,4,24683694
146880,1,1,62014378
73367,3,3,50011542
305349,4,4,26466207
110686,1,1,62014378
73085,3,3,40019202
135133,1,1,90386222
149879,1,1,62014378
15886,3,2,15256249
1953,3,3,91097190
271333,4,4,15103694
255514,4,4,15103694
242937,4,4,15103694
284421,4,4,15103694
180996,4,4,62225416
101303,1,1,90386222
46450,4,2,15256249
46209,3,3,70483417
237271,4,4,14119474
78164,1,1,90386222
145714,1,1,90386222
303393,4,4,64963739
38322,3,3,75652382
299840,4,4,14119474
305112,4,4,15103694
288790,4,4,14119474
16703,3,3,75652382
159154,3,3,19888903
115358,1,1,62014378
154694,3,3,67716412
12198,3,3,75986657
267747,4,4,15103694
109372,1,1,62014378
144818,1,1,31527279
124736,1,1,62014378
83220,1,1,90386222
91013,1,1,62014378
231535,4,4,14119474
234833,4,4,15103694
288928,4,4,24683694
272777,4,4,62225416
145418,1,1,90386222
261120,4,4,14119474
262128,4,4,26466207
262707,4,4,14119474
10524,3,3,40019202
289288,4,4,62225416
244241,4,4,62225416
20211,3,3,83450130
287127,4,4,33633783
156535,3,3,67716412
152334,1,1,90386222
220456,4,4,62225416
175104,4,4,62225416
268667,4,4,62225416
121173,1,1,90386222
198833,4,4,23255817
213817,4,4,62225416
290799,4,4,26466207
104750,1,1,62014378
56824,3,3,10964686
106218,1,1,62014378
116938,1,1,90386222
206323,4,4,14119474
237998,4,4,15103694
123303,1,1,90386222
288333,4,4,62225416
279563,4,4,62225416
31726,3,3,83450130
262924,4,4,62225416
115230,1,1,90386222
206410,4,4,15103694
3275,3,3,34183981
176656,4,4,14119474
67922,4,2,15256249
51556,3,3,83450130
40326,3,3,10964686
216654,4,4,26466207
35486,2,2,15256249
289280,4,4,15103694
290320,4,4,15103694
248943,4,4,15103694
27227,3,2,15256249
95250,1,1,62014378
224196,4,4,15103694
275413,4,4,64963739
292812,4,4,14119474
64594,3,3,83450130
179676,4,4,24683694
40782,3,3,10964686
270620,4,4,62225416
70585,3,3,70483417
46159,3,3,75652382
111974,1,1,31527279
242048,4,4,15103694
86176,1,1,62014378
156226,3,3,67716412
26354,3,2,15256249
153530,1,1,90386222
83088,1,1,62014378
231188,4,4,64963739
210144,4,4,24683694
56984,3,3,55364435
219118,4,4,15103694
63165,3,3,75986657
266185,4,4,15103694
67854,3,3,75652382
227806,4,4,24683694
288761,4,4,14119474
238605,4,4,15103694
138549,1,1,62014378
194112,4,4,62225416
102945,4,1,90386222
282661,4,4,62225416
223883,4,4,26466207
12586,3,3,83450130
215643,4,4,33633783
175554,4,4,23255817
260339,4,4,62225416
288328,4,4,15103694
298145,4,4,26466207
97750,1,1,62014378
113853,1,1,90386222
154863,3,3,67716412
258172,4,4,26466207
149628,1,1,62014378
220759,4,4,26466207
227309,4,4,62225416
135838,1,1,62014378
255091,4,4,26466207
130818,1,1,62014378
271568,4,4,62225416
280491,4,4,62225416
21039,3,3,75986657
257801,4,4,26466207
85519,1,1,90386222
241103,4,4,62225416
100822,1,1,62014378
242499,4,4,33633783
173061,3,3,65142471
65332,3,3,75652382
84640,1,1,90386222
263415,4,4,26466207
130251,1,1,31527279
192280,4,4,26466207
30657,3,3,75652382
150743,1,1,62014378
225897,4,4,62225416
198827,4,4,62225416
236764,4,4,26466207
178533,4,4,64963739
213705,4,4,62225416
60910,3,3,75986657
211064,4,4,33633783
45495,3,3,83450130
209184,4,4,15103694
182137,4,4,26466207
245802,4,4,62225416
152503,1,1,62014378
261808,4,4,62225416
284498,4,4,15103694
268026,4,4,14119474
4787,3,3,40019202
23727,3,3,40019202
219918,4,4,15103694
88345,1,1,62014378
239034,4,4,26466207
297779,4,4,33633783
33460,3,3,70483417
294990,4,4,14119474
266750,4,4,62225416
149697,1,1,90386222
178729,4,4,62225416
222042,4,4,62225416
214441,4,4,62225416
36587,3,3,40019202
51752,3,3,83450130
232845,4,4,26466207
71041,3,3,75986657
95295,1,1,62014378
64916,3,3,50011542
48916,3,3,55364435
12180,3,3,75986657
288821,4,4,26466207
67155,3,3,40019202
55552,3,3,70483417
179650,4,4,62225416
117870,1,1,90386222
262089,4,4,26466207
108180,1,1,62014378
302348,4,4,23255817
238680,4,4,23255817
20774,3,3,70483417
200690,4,4,26466207
153510,1,1,90386222
229857,4,4,33633783
140268,1,1,62014378
9411,3,3,75652382
202655,4,4,62225416
16339,3,3,70483417
135839,1,1,90386222
15998,3,3,70483417
109331,1,1,62014378
146933,1,1,90386222
74689,2,2,15256249
76143,1,1,62014378
99200,1,1,90386222
240809,4,4,62225416
53288,3,3,10964686
13156,3,3,75986657
296364,4,4,33633783
193599,4,4,62225416
68114,3,3,75652382
82252,1,1,62014378
201529,4,4,62225416
177806,4,4,15103694
53996,3,3,70483417
303132,4,4,26466207
87553,1,1,62014378
195562,4,4,24683694
245750,4,4,14119474
80738,1,1,62014378
138819,1,1,62014378
160238,3,3,19888903
117990,1,1,31527279
93698,1,1,90386222
88959,1,1,62014378
157980,3,3,19888903
164402,3,3,74777746
222309,4,4,26466207
4380,3,3,75652382
3035,3,3,78173080
52320,2,2,15256249
210083,4,4,15103694
165444,3,3,37206695
25017,3,3,40019202
136864,1,1,90386222
238271,4,4,33633783
82970,1,1,62014378
57143,3,3,70483417
262651,4,4,24683694
86963,1,1,62014378
161553,3,3,19888903
227834,4,4,15103694
207951,4,4,23255817
9474,3,3,75652382
205679,4,4,26466207
7885,3,3,75986657
71559,3,3,70483417
212368,4,4,15103694
243353,4,4,24683694
114498,1,1,68395620
101224,1,1,62014378
165312,3,3,23659574
171470,3,3,43338066
76908,1,1,62014378
81396,1,1,31527279
236409,4,4,62225416
138547,1,1,31527279
69050,3,3,75986657
283498,4,4,15103694
15918,3,3,83450130
153663,1,1,62014378
91258,1,1,62014378
207975,4,4,24683694
52774,3,3,70483417
59383,3,3,70483417
116029,1,1,31527279
141259,1,1,31527279
27763,3,3,70483417
242969,4,4,62225416
265562,4,4,62225416
120908,1,1,62014378
168621,3,3,92257871
71858,3,3,50011542
253384,4,4,15103694
233015,4,4,62225416
188782,4,4,14119474
133630,1,1,62014378
93077,1,1,68395620
208187,4,4,14119474
157648,3,3,67716412
123041,1,1,90386222
195528,4,4,14119474
254551,4,4,33633783
124393,1,1,90386222
274710,4,4,24683694
18497,3,3,70483417
226073,4,4,24683694
61385,3,3,75652382
295019,4,4,62225416
62049,3,3,40019202
122129,1,1,62014378
205198,4,4,14119474
294217,4,4,15103694
143464,1,1,31527279
167726,3,3,92257871
92376,1,1,90386222
75456,3,3,75652382
141788,1,1,62014378
236073,4,4,14119474
191249,4,4,26466207
242533,4,4,62225416
55321,3,3,40019202
242462,4,4,62225416
156248,3,3,93429558
71385,3,3,55364435
276066,4,4,15103694
155076,3,3,67716412
96230,1,1,62014378
54820,2,2,15256249
1334,3,3,15258297
150240,1,1,90386222
102101,1,1,62014378
78215,1,1,90386222
142270,1,1,62014378
135678,1,1,62014378
108516,1,1,90386222
31982,3,3,40019202
188209,4,4,23255817
35735,3,3,55364435
101631,1,1,90386222
283746,4,4,14119474
231513,4,4,26466207
104224,1,1,62014378
145707,1,1,31527279
281867,4,4,62225416
150091,1,1,90386222
26700,3,3,83450130
91595,1,1,62014378
185027,4,4,24683694
208009,4,4,15103694
67043,3,3,50011542
275220,4,4,14119474
4675,3,3,40019202
282693,4,4,62225416
64451,3,3,50011542
145134,1,1,31527279
227628,4,4,15103694
5565,3,3,10964686
289397,4,4,62225416
273706,4,4,62225416
231256,4,4,62225416
188716,4,4,15103694
173020,3,3,65142471
275247,4,4,15103694
187340,4,4,15103694
3070,2,3,75313326
231595,4,4,62225416
88389,1,1,31527279
83772,1,1,62014378
191448,4,4,64963739
14252,3,3,70483417
202522,4,4,15103694
180721,4,4,62225416
76806,1,1,90386222
93887,1,1,62014378
40358,3,3,70483417
262197,4,4,15103694
31060,2,2,15256249
254106,4,4,33633783
77097,1,1,90386222
185759,4,4,15103694
125469,1,1,62014378
196670,4,4,15103694
248864,4,4,64963739
277772,4,4,26466207
264032,4,4,62225416
45466,3,3,75652382
3501,3,3,34183981
191444,4,4,62225416
152052,1,1,62014378
287419,4,4,15103694
154156,3,3,67716412
37762,3,3,83450130
190265,4,4,15103694
112309,1,1,68395620
281215,4,4,15103694
188896,4,4,62225416
194287,4,4,62225416
189671,4,4,62225416
86153,1,1,62014378
243963,4,4,14119474
285914,4,4,62225416
72137,3,3,83450130
206755,4,4,14119474
289601,4,4,26466207
207942,4,4,14119474
113312,1,1,68395620
251884,4,4,62225416
84171,1,1,62014378
230766,4,4,62225416
240877,4,4,64963739
165914,3,3,37206695
248890,4,4,62225416
366,3,3,91097190
36812,3,3,55364435
94741,1,1,62014378
53430,3,3,55364435
108626,1,1,68395620
113866,1,1,31527279
25967,3,3,50011542
165825,3,3,37206695
139617,1,1,62014378
284537,4,4,23255817
259278,4,4,15103694
113676,1,1,62014378
227300,4,4,62225416
103268,1,1,62014378
137862,1,1,90386222
197768,1,4,62225416
129960,1,1,62014378
152100,1,1,90386222
205180,4,4,62225416
213530,4,4,62225416
216272,4,4,62225416
221289,4,4,62225416
69718,3,3,75986657
113658,1,1,90386222
216051,4,4,15103694
52499,3,3,83450130
43220,3,2,15256249
209834,4,4,15103694
304411,4,4,26466207
58210,3,3,75652382
228541,4,4,62225416
131175,1,1,90386222
118097,1,1,90386222
205808,4,4,62225416
29893,3,3,75652382
298345,4,4,62225416
90469,1,1,62014378
104986,1,1,62014378
19585,3,3,70483417
225780,4,4,62225416
215162,4,4,14119474
146529,1,1,90386222
245631,4,4,15103694
38062,3,3,40019202
280619,4,4,15103694
301236,4,4,15103694
287931,4,4,14119474
69969,3,3,50011542
81776,1,1,62014378
206624,4,4,33633783
21859,3,3,83450130
136653,1,1,62014378
226593,4,4,23255817
83019,1,1,90386222
60377,3,3,70483417
43448,2,2,15256249
11636,3,2,15256249
118759,1,1,90386222
124674,1,1,62014378
122021,1,1,90386222
249358,4,4,14119474
155393,3,3,93429558
236817,4,4,15103694
67778,3,3,75986657
49921,3,3,55364435
289352,4,4,23255817
21785,3,3,40019202
44276,3,3,75986657
124286,1,1,90386222
222843,4,4,62225416
127360,1,1,68395620
3296,3,3,75477331
237003,4,4,62225416
80646,1,1,62014378
297439,4,4,14119474
14300,3,3,40019202
257510,4,4,62225416
8306,3,3,10964686
146664,1,1,90386222
225989,4,4,62225416
4124,3,3,83450130
251318,4,4,14119474
305050,4,4,26466207
256486,4,4,62225416
173014,3,3,74777746
169992,3,3,43338066
14211,3,3,83450130
150306,1,1,31527279
164859,3,3,74777746
288565,4,4,26466207
61733,4,2,15256249
219238,4,4,14119474
72940,3,3,75652382
102099,1,1,68395620
155939,3,3,67716412
11731,3,3,70483417
289157,4,4,62225416
11551,2,3,10964686
94154,1,1,90386222
18528,3,3,83450130
233703,4,4,26466207
207884,4,4,26466207
265928,4,4,15103694
87829,1,1,90386222
253315,4,4,15103694
182584,4,4,15103694
273570,4,4,62225416
83248,1,1,90386222
78997,1,1,62014378
279328,4,4,15103694
270617,4,4,62225416
39777,3,3,83450130
187539,4,4,14119474
39320,3,3,75986657
301834,4,4,15103694
255681,4,4,23255817
100717,1,1,31527279
78135,1,1,62014378
273479,4,4,62225416
149639,1,1,62014378
262500,4,4,15103694
54756,3,3,83450130
282613,4,4,62225416
52549,2,2,15256249
90624,1,1,68395620
214473,4,4,62225416
28910,3,3,75986657
71171,3,3,70483417
132003,1,1,62014378
284754,4,4,14119474
226119,2,4,62225416
61176,3,3,70483417
270543,4,4,24683694
272617,4,4,15103694
13321,3,3,75652382
51688,3,3,50011542
178755,4,4,64963739
137345,1,1,62014378
122401,1,1,68395620
58838,3,2,15256249
112316,1,1,90386222
226181,4,4,33633783
281046,4,4,62225416
198834,4,4,62225416
198381,4,4,33633783
161353,3,3,19888903
183842,4,4,26466207
26627,3,3,40019202
1685,3,3,78173080
139415,1,1,90386222
74760,3,3,83450130
62952,3,3,55364435
141804,1,1,62014378
255838,4,4,62225416
99327,1,1,31527279
266116,4,4,14119474
35110,3,3,10964686
125754,1,1,62014378
102686,1,1,31527279
114482,1,1,62014378
20566,3,3,55364435
127056,1,1,62014378
92102,1,1,90386222
258776,4,4,15103694
39270,3,3,83450130
136062,1,1,90386222
295129,4,4,62225416
5382,3,3,75652382
202324,4,4,15103694
114630,1,1,90386222
187613,4,4,62225416
254574,4,4,15103694
143395,1,1,31527279
239189,4,4,14119474
6804,3,3,40019202
37199,3,3,55364435
128537,1,1,90386222
42857,3,3,10964686
17577,3,3,75986657
185199,4,4,15103694
147225,1,1,62014378
213349,4,4,15103694
98753,1,1,68395620
122182,1,1,90386222
223516,4,4,15103694
22899,3,3,50011542
178577,4,4,15103694
160052,3,3,9410583
100605,1,1,62014378
42127,3,3,75652382
134619,1,1,31527279
86275,1,1,90386222
278319,4,4,15103694
145066,1,1,90386222
126523,1,1,62014378
237525,4,4,15103694
122379,1,1,62014378
19167,3,3,75986657
266671,4,4,62225416
192027,4,4,64963739
177824,4,4,26466207
22217,3,3,75986657
95971,1,1,62014378
185825,4,4,24683694
192328,4,4,15103694
37752,3,3,40019202
181939,4,4,26466207
106636,1,1,68395620
172585,3,3,74777746
257402,4,4,62225416
130023,1,1,31527279
66683,2,2,15256249
46394,3,3,40019202
96262,1,1,62014378
179261,4,4,15103694
128395,1,1,62014378
73173,3,3,10964686
153977,1,1,62014378
14491,3,3,83450130
109472,1,1,62014378
199377,4,4,62225416
20280,3,3,10964686
224853,4,4,15103694
31628,3,3,10964686
117090,1,1,90386222
58992,3,3,50011542
258427,4,4,62225416
70249,3,3,55364435
157984,3,3,19888903
189609,4,4,24683694
98501,1,1,31527279
290591,4,4,14119474
298678,4,4,24683694
199018,4,4,15103694
175341,4,4,14119474
88856,1,1,31527279
283380,4,4,26466207
48577,3,3,55364435
38021,3,2,15256249
228667,4,4,62225416
17719,3,3,83450130
91728,1,1,62014378
204985,4,4,24683694
291431,4,4,64963739
291133,4,4,26466207
117977,1,1,62014378
284413,4,4,62225416
200923,4,4,14119474
204207,4,4,62225416
262791,4,4,15103694
185540,4,4,62225416
91643,1,1,62014378
151934,1,1,90386222
81304,1,1,31527279
176083,4,4,15103694
292069,4,4,62225416
77531,1,1,62014378
4708,3,3,83450130
173647,4,4,14119474
46907,3,3,50011542
249743,4,4,26466207
267766,4,4,62225416
179781,4,4,14119474
149092,1,1,31527279
49726,3,3,40019202
62366,3,3,10964686
82311,1,1,62014378
237861,4,4,15103694
70695,2,2,15256249
169849,3,3,74777746
248453,4,4,15103694
69785,3,3,83450130
142435,1,1,62014378
228539,4,4,62225416
197268,4,4,62225416
158756,3,3,19888903
243906,4,4,15103694
172901,3,3,92257871
139725,1,1,90386222
98671,1,1,62014378
78940,1,1,62014378
56025,3,3,75652382
7754,3,3,55364435
94146,1,1,62014378
39924,3,3,70483417
177592,4,4,15103694
187292,4,4,62225416
124410,1,1,90386222
192973,4,4,15103694
216368,4,4,62225416
75121,3,3,40019202
217538,4,4,24683694
266348,4,4,26466207
144668,1,1,90386222
128614,1,1,62014378
196607,4,4,33633783
154287,3,3,93429558
184045,4,4,62225416
111189,1,1,62014378
73880,3,3,70483417
279614,4,4,62225416
179940,4,4,15103694
144847,1,1,62014378
14148,3,3,83450130
99938,1,1,90386222
42855,3,3,83450130
132559,1,1,68395620
234674,4,4,14119474
209152,4,4,14119474
292896,4,4,15103694
34981,3,3,75652382
180766,4,4,15103694
61395,3,3,75986657
96403,1,1,68395620
91094,1,1,90386222
248203,4,4,24683694
152622,1,1,62014378
134990,1,1,31527279
65520,3,3,40019202
66066,3,3,55364435
16837,3,3,70483417
155452,3,3,67716412
217404,4,4,14119474
61633,3,3,75652382
157043,3,3,67716412
181954,4,4,62225416
94456,1,1,31527279
154249,3,3,67716412
220573,4,4,26466207
157495,3,3,93429558
273919,4,4,15103694
112749,1,1,31527279
237129,4,4,15103694
184275,4,4,62225416
82100,1,1,31527279
69442,3,3,40019202
151647,1,1,62014378
150746,1,1,68395620
150687,1,1,62014378
106470,1,1,62014378
113366,1,1,68395620
170334,3,3,77329636
249024,4,4,15103694
39087,3,3,40019202
91369,1,1,62014378
253428,4,4,15103694
127275,1,1,62014378
124183,1,1,90386222
223974,4,4,15103694
10610,3,3,83450130
250484,4,4,62225416
303703,4,4,15103694
128686,1,1,90386222
31693,3,3,75652382
271614,4,4,15103694
262129,4,4,24683694
154834,3,3,67716412
37179,3,3,83450130
225215,1,4,62225416
104684,1,1,62014378
256771,4,4,64963739
166542,3,3,65142471
88536,1,1,90386222
253998,4,4,14119474
291403,4,4,26466207
171600,3,3,37206695
254152,4,4,14119474
103758,1,1,68395620
173052,3,3,74777746
228775,4,4,62225416
192230,4,4,15103694
208456,4,4,62225416
172382,3,3,43338066
18886,3,3,83450130
216157,4,4,15103694
243100,4,4,62225416
113680,1,1,62014378
25478,3,3,50011542
112575,1,1,31527279
167780,3,3,23659574
288490,4,4,15103694
192418,4,4,26466207
163187,3,3,32036533
25926,3,3,10964686
104569,1,1,31527279
19031,3,3,83450130
292220,4,4,62225416
276428,4,4,62225416
114999,1,1,90386222
274250,4,4,15103694
225337,4,4,15103694
80301,1,1,62014378
195097,4,4,26466207
221811,4,4,62225416
203602,4,4,26466207
271258,4,4,62225416
207004,4,4,24683694
140280,1,1,90386222
305409,4,4,62225416
44432,3,3,55364435
62051,2,2,15256249
194697,4,4,15103694
244641,4,4,62225416
164704,3,3,43338066
257770,4,4,26466207
65093,3,3,40019202
59305,3,3,10964686
182653,4,4,26466207
190630,4,4,62225416
144576,1,1,90386222
49106,3,3,10964686
174806,4,4,24683694
225222,4,4,62225416
250654,4,4,15103694
157041,3,3,67716412
106040,1,1,62014378
157771,3,3,67716412
185579,4,4,26466207
170976,3,3,65142471
305308,4,4,26466207
264619,4,4,15103694
28306,3,3,55364435
193833,4,4,62225416
243150,4,4,62225416
15706,3,3,50011542
236647,4,4,26466207
186383,4,4,62225416
86116,1,1,68395620
177864,4,4,15103694
250296,4,4,26466207
79276,1,1,31527279
292743,4,4,26466207
120246,1,1,90386222
293228,4,4,62225416
193072,4,4,24683694
75410,3,3,75652382
26652,3,3,83450130
27198,3,3,83450130
249527,4,4,62225416
204675,4,4,62225416
230462,4,4,64963739
144203,1,1,31527279
226045,4,4,15103694
171134,3,3,92257871
251194,4,4,62225416
44964,3,3,75986657
282456,4,4,26466207
168377,3,3,6661858
242237,4,4,15103694
228097,4,4,14119474
141570,1,1,68395620
208841,4,4,15103694
178640,4,4,62225416
69654,3,3,83450130
1944,3,3,47140557
246961,4,4,64963739
29744,3,3,40019202
160869,3,3,32369775
303767,4,4,62225416
138100,1,1,62014378
244024,4,4,62225416
80945,1,1,90386222
58594,3,3,50011542
48724,3,3,55364435
196383,4,4,14119474
173532,4,4,15103694
149652,1,1,90386222
236316,4,4,33633783
163847,2,2,85864573
694,3,3,79051840
40411,3,3,75652382
117451,1,1,62014378
265709,4,4,15103694
223141,4,4,15103694
230326,4,4,15103694
20282,3,3,70483417
186359,4,4,15103694
167853,3,3,43338066
141793,1,1,68395620
81495,1,1,31527279
274440,4,4,15103694
203540,4,4,14119474
104791,1,1,90386222
172939,3,3,65142471
166541,3,3,6661858
143492,1,1,62014378
84079,1,1,90386222
107666,1,1,62014378
87042,1,1,31527279
278045,4,4,15103694
35401,3,3,83450130
86728,1,1,90386222
255026,4,4,15103694
239311,4,4,62225416
81508,1,1,62014378
61532,3,2,15256249
125582,1,1,90386222
164000,3,3,43338066
94353,1,1,62014378
29291,2,2,15256249
217623,4,4,62225416
145112,1,1,31527279
320,3,3,80504125
34644,3,3,70483417
286637,4,4,24683694
215917,4,4,62225416
192349,4,4,15103694
292025,4,4,15103694
159028,3,3,19888903
119234,1,1,62014378
192340,4,4,15103694
67046,3,3,40019202
90050,1,1,62014378
150855,1,1,90386222
16537,3,3,70483417
221817,4,4,62225416
181494,4,4,24683694
28208,3,3,75652382
30471,3,3,40019202
22947,3,3,83450130
45315,3,3,83450130
301632,4,4,15103694
301924,4,4,26466207
98066,1,1,90386222
291253,4,4,33633783
214637,4,4,14119474
196077,4,4,14119474
305739,4,4,62225416
72237,3,3,75652382
46519,3,3,50011542
122783,1,1,90386222
79963,1,1,90386222
218650,4,4,62225416
128841,1,1,31527279
96820,1,1,62014378
153866,1,1,62014378
49651,2,2,15256249
1817,2,3,75477331
235187,4,4,62225416
285191,4,4,14119474
173766,4,4,15103694
39544,3,3,75986657
14333,3,3,75986657
134656,1,1,62014378
270793,4,4,62225416
194290,4,4,15103694
297829,4,4,62225416
98348,1,1,62014378
278587,4,4,26466207
36181,3,3,50011542
88789,1,1,90386222
92814,1,1,62014378
286906,4,4,62225416
206456,4,4,62225416
185774,4,4,62225416
230812,4,4,15103694
269593,4,4,26466207
223721,4,4,14119474
250384,4,4,26466207
197448,4,4,15103694
223737,4,4,15103694
298730,4,4,62225416
65129,2,2,15256249
35741,3,3,50011542
291696,4,4,26466207
253398,4,4,15103694
261141,4,4,26466207
128069,1,1,90386222
53897,3,3,50011542
41850,3,3,10964686
146732,1,1,90386222
179580,4,4,14119474
188658,4,4,15103694
83326,1,1,62014378
15722,3,3,75652382
196203,4,4,26466207
126598,1,1,62014378
14605,3,3,40019202
276367,4,4,62225416
74005,3,3,75652382
149582,1,1,62014378
160072,3,3,19888903
72181,2,2,15256249
40809,3,3,50011542
106976,1,1,90386222
17122,3,3,83450130
198588,4,4,26466207
68935,3,3,55364435
75398,3,3,50011542
287684,4,4,15103694
209735,1,4,14119474
117057,1,1,62014378
93314,1,1,62014378
112365,1,1,90386222
97981,1,1,62014378
270136,4,4,15103694
143702,1,1,90386222
177617,4,4,62225416
272155,4,4,62225416
221342,4,4,62225416
275644,4,4,14119474
61561,3,3,55364435
154002,1,1,62014378
119906,1,1,90386222
76953,1,1,62014378
137743,1,1,62014378
291686,4,4,15103694
222659,4,4,64963739
157405,3,3,67716412
120891,1,1,62014378
125163,1,1,62014378
154367,3,3,67716412
302363,4,4,15103694
292787,4,4,23255817
278485,4,4,15103694
217608,4,4,62225416
170216,3,3,43338066
66783,3,3,83450130
294716,4,4,62225416
30767,3,2,15256249
243042,4,4,62225416
80203,1,1,90386222
155064,3,3,67716412
265552,4,4,62225416
1668,4,3,75477331
32414,3,3,75652382
17920,3,3,75986657
221777,4,4,15103694
87776,1,1,62014378
46744,3,3,10964686
304093,4,4,62225416
256726,4,4,15103694
43907,3,3,10964686
30446,3,3,55364435
240279,4,4,62225416
251451,4,4,62225416
